Date,Company,Category,Victim website,Victim country,Attacker name,Ransom demand,Exfiltrated data amount,Exfiltrated data type:,Leaked data:,Ransom deadline:,Generalize,,,,,,,,,,,,,,
26-01-2023,CRESCENT CROWN DISTRIBUTING,Food and Beverage Services,crescentcrown.com,,BlackCat,N/A,1.05 TB,,Screenshots of PII Available,,Service,,,,,,,,,,,,,,
26-01-2023,SOMACIS,"Appliances, Electrical, and Electronics Manufacturing",somacis.com,,BlackCat,N/A,262 GB,,Screenshots of PII Available,,Manufacture,,,,,,,,,,,,,,
26-01-2023,COPPER MOUNTAIN,Mining,cumtn.com,,BlackCat,N/A,450 GB,,Screenshots of PII Available,,Service,,,,,,,,,,,,,,
26-01-2023,ADMIRAL SPORTWETTEN,Gambling,admiral.at,,Play,N/A,N/A,,/,,Service,,,,,,,,,,,,,,
27-01-2023,SOLAR INDUSTRIES INDIA,Mining,solargroup.com,India,BlackCat,N/A,2 TB,Sensitive data related to weapons production and PII,Sample with screenshots of PII Available,N/A,Service,,,,,,,,,,,,,,
27-01-2023,CHARLES P VONDERHAAR CPA,Accounting,cpvcpa.com,USA,BlackCat,N/A,50 GB,PII and financial informations,Screenshots of PII Available,N/A, Service,,,,,,,,,,,,,,
27-01-2023,IOC,Construction,ioccompany.com,USA,Royal,N/A,N/A,N/A,/,N/A,Service,,,,,,,,,,,,,,
27-01-2023,SERVICEMASTER,Consumer Services,servicemasterclr.com,USA,Royal,N/A,N/A,N/A,/,N/A,Service,,,,,,,,,,,,,,
27-01-2023,TRAVIS COUNTY SHERIFFS OFFICERS ASSOCIATION,Social Organization,traviscountytx.Public Sector,USA,Royal,N/A,N/A,N/A,/,N/A,Service,,,,,,,,,,,,,,
27-01-2023,BRISTOL COMMUNITY COLLEGE,College,bristolcc.edu,USA,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Education,,,,,,,,,,,,,,
28-01-2023,WHITEPAGES,IT/Technology,whitepages.com,USA,Halcyonic,N/A,11.657.763 records,Users? information,"Email addresses, Names, Passwords",Files already uploaded,IT,,,,,,,,,,,,,,
28-01-2023,OMGPOP,Computer Games,/,USA,nvl,N/A,7.071.893 records,Users? information,"Email addresses, Names, Passwords",Files already uploaded,Service,,,,,,,,,,,,,,
28-01-2023,WESTMONT HOSPITALITY GROUP,Hospitality,whg.com,Canada,BlackCat,N/A,250 GB,Corporate data,"Financial and corporate documents, customer data. Certificates, employee",Files Available to Download,Service,,,,,,,,,,,,,,
28-01-2023,TRANSPORTATION SECURITY ADMINISTRATION,Public Sector Administration,tsa.Public Sector,USA,Maia Arson Crimew,N/A,"1,817,233 records",PII data,Full names and Dates of Birth,N/A,Public Sector,,,,,,,,,,,,,,
28-01-2023,ZEEROQ,Unsure,demo.zeeroq.com,France,All3in,N/A,233.908.449 records,Users? records,"Email Addresses, Passwords",Files already uploaded,NA,,,,,,,,,,,,,,
28-01-2023,ARIZONA LIVER HEALTH,Medical,azliver.com,USA,LockBit3.0,$ 150.000 USD,N/A,Miscellaneous,Sample with screenshots of PII Available,12-Feb-23,Medical,,,,,,,,,,,,,,
28-01-2023,PORTNOFF LAW ASSOCIATES,Law Services,portnoffonline.com,USA,BlackCat,N/A,240 GB,"Contracts, financial reports, accounting, clients info and etc",Sample with screenshots of PII Available,N/A,Law,,,,,,,,,,,,,,
28-01-2023,STAYFUL,IT/Technology,N/A,USA,visionary,N/A,183.000 records,Users? information,"Usernames, Full names, Phone numbers, Email addresses, Locations, Passwords",Files already uploaded,IT,,,,,,,,,,,,,,
28-01-2023,C.M. VIMIOSO,Municipality,cm-vimioso.pt,Portugal,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,public sector,,,,,,,,,,,,,,
28-01-2023,AIR ALBANIA,Airlines and Aviation,airalbania.com.al,Albania,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Aviation,,,,,,,,,,,,,,
28-01-2023,YUEN LIANG INDUSTRIAL & CO,Petroleum resin production,ylresin.com,Taiwan,LockBit3.0,$ 30.000 USD,N/A,N/A,/,04-Feb-23,Oil and Gas,,,,,,,,,,,,,,
28-01-2023,ULTRABULK,Maritime,ultrabulk.com,Denmark,BlackCat,N/A,N/A,Miscellaneous,Sample with screenshots of PII Available,N/A,Service,,,,,,,,,,,,,,
28-01-2023,ITSSERVICIOS,Business Service,itsservicios.com.mx,Mexico,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
28-01-2023,CPL INDUSTRIES,Oil and Coal Product Manufacturing,cplindustries.co.uk,United Kingdom,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Oil and Gas,,,,,,,,,,,,,,
28-01-2023,KVIE,Broadcast Media Production and Distribution,kvie.org,USA,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Media,,,,,,,,,,,,,,
28-01-2023,BULLDOG GROUP,Construction,bulldoggroupinc.com,USA,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
28-01-2023,JUVA SKIN & LASER CENTER,Medical,juvaskin.com,USA,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Medical,,,,,,,,,,,,,,
28-01-2023,SEEK THERMAL,Computers and Electronics Manufacturing,thermal.com,Canada,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Manufacture,,,,,,,,,,,,,,
28-01-2023,DS AVOCATS,Law,dsavocats.com,France,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Law,,,,,,,,,,,,,,
28-01-2023,WEALTHWISE,Financial Services,wealthwise.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
28-01-2023,LUACES ASESORES,Investment Management,luacesasesores.es,Spain,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
28-01-2023,JULIUS FRITSCHE GMBH,WholeSale,fritsche.eu.com,Austria,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Service,,,,,,,,,,,,,,
28-01-2023,PERENITYSOFTWARE,IT/Technology,perenitysoftware.com,Morocco,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,IT,,,,,,,,,,,,,,
28-01-2023,NPTC GROUP OF COLLEGES,college,nptcgroup.ac.uk,United Kingdom,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Education,,,,,,,,,,,,,,
28-01-2023,SEGUROS EQUINOCCIAL,Insurance,segurosequinoccial.com,Ecuador,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Insurance,,,,,,,,,,,,,,
28-01-2023,EGR,Shopping,egr.at,Austria,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Service,,,,,,,,,,,,,,
28-01-2023,HELICAR,Truck transportation,helicar.cz,Czech Republic,Play,N/A,N/A,Miscellaneous,/,02-Feb-23,Service,,,,,,,,,,,,,,
29-01-2023,WHITEPAGES,IT/Technology,whitepages.com,USA,Halcyonic,N/A,11.657.763 records,Users? information,"Email addresses, Names, Passwords",Files already uploaded,IT,,,,,,,,,,,,,,
29-01-2023,OMGPOP,Computer Games,/,USA,nvl,N/A,7.071.893 records,Users? information,"Email addresses, Names, Passwords",Files already uploaded,Service,,,,,,,,,,,,,,
29-01-2023,WESTMONT HOSPITALITY GROUP,Hospitality,whg.com,Canada,BlackCat,N/A,250 GB,Corporate data,"Financial and corporate documents, customer data. Certificates, employee",Files Available to Download,Service,,,,,,,,,,,,,,
29-01-2023,TRANSPORTATION SECURITY ADMINISTRATION,Public Sector Administration,tsa.Public Sector,USA,Maia Arson Crimew,N/A,"1,817,233 records",PII data,Full names and Dates of Birth,N/A,Public Sector,,,,,,,,,,,,,,
29-01-2023,ZEEROQ,Unknown,demo.zeeroq.com,France,All3in,N/A,233.908.449 records,Users? records,"Email Addresses, Passwords",Files already uploaded,NA,,,,,,,,,,,,,,
29-01-2023,ARIZONA LIVER HEALTH,Medical,azliver.com,USA,LockBit3.0,$ 150.000 USD,N/A,Miscellaneous,Sample with screenshots of PII Available,12-Feb-23,Medical,,,,,,,,,,,,,,
29-01-2023,PORTNOFF LAW ASSOCIATES,Law Services,portnoffonline.com,USA,BlackCat,N/A,240 GB,"Contracts, financial reports, accounting, clients info and etc",Sample with screenshots of PII Available,N/A,Law,,,,,,,,,,,,,,
29-01-2023,STAYFUL,IT/Technology,N/A,USA,visionary,N/A,183.000 records,Users? information,"Usernames, Full names, Phone numbers, Email addresses, Locations, Passwords",Files already uploaded,IT,,,,,,,,,,,,,,
29-01-2023,C.M. VIMIOSO,Municipality,cm-vimioso.pt,Portugal,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,public sector,,,,,,,,,,,,,,
29-01-2023,AIR ALBANIA,Airlines and Aviation,airalbania.com.al,Albania,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Aviation,,,,,,,,,,,,,,
29-01-2023,YUEN LIANG INDUSTRIAL & CO,Petroleum resin production,ylresin.com,Taiwan,LockBit3.0,$ 30.000 USD,N/A,N/A,/,04-Feb-23,Oil and Gas,,,,,,,,,,,,,,
29-01-2023,ULTRABULK,Maritime,ultrabulk.com,Denmark,BlackCat,N/A,N/A,Miscellaneous,Sample with screenshots of PII Available,N/A,Service,,,,,,,,,,,,,,
29-01-2023,ITSSERVICIOS,Business Service,itsservicios.com.mx,Mexico,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
29-01-2023,CPL INDUSTRIES,Oil and Coal Product Manufacturing,cplindustries.co.uk,United Kingdom,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Manufacture,,,,,,,,,,,,,,
29-01-2023,KVIE,Broadcast Media Production and Distribution,kvie.org,USA,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Media,,,,,,,,,,,,,,
29-01-2023,BULLDOG GROUP,Construction,bulldoggroupinc.com,USA,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
29-01-2023,JUVA SKIN & LASER CENTER,Medical,juvaskin.com,USA,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Medical,,,,,,,,,,,,,,
29-01-2023,SEEK THERMAL,Computers and Electronics Manufacturing,thermal.com,Canada,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Manufacture,,,,,,,,,,,,,,
29-01-2023,DS AVOCATS,Law,dsavocats.com,France,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Law,,,,,,,,,,,,,,
29-01-2023,WEALTHWISE,Financial Services,wealthwise.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
29-01-2023,LUACES ASESORES,Investment Management,luacesasesores.es,Spain,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
29-01-2023,JULIUS FRITSCHE GMBH,Wholesale,fritsche.eu.com,Austria,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Service,,,,,,,,,,,,,,
29-01-2023,PERENITYSOFTWARE,IT/Technology,perenitysoftware.com,Morocco,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,IT,,,,,,,,,,,,,,
29-01-2023,NPTC GROUP OF COLLEGES,college,nptcgroup.ac.uk,United Kingdom,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Education,,,,,,,,,,,,,,
29-01-2023,SEGUROS EQUINOCCIAL,Insurance,segurosequinoccial.com,Ecuador,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Insurance,,,,,,,,,,,,,,
29-01-2023,EGR,Shopping,egr.at,Austria,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Service,,,,,,,,,,,,,,
29-01-2023,HELICAR,Truck transportation,helicar.cz,Czech Republic,Play,N/A,N/A,Miscellaneous,/,02-Feb-23,Service,,,,,,,,,,,,,,
30-01-2023,WHITEPAGES,IT/Technology,whitepages.com,USA,Halcyonic,N/A,11.657.763 records,Users? information,"Email addresses, Names, Passwords",Files already uploaded,IT,,,,,,,,,,,,,,
30-01-2023,OMGPOP,Computer Games,/,USA,nvl,N/A,7.071.893 records,Users? information,"Email addresses, Names, Passwords",Files already uploaded,Service,,,,,,,,,,,,,,
30-01-2023,WESTMONT HOSPITALITY GROUP,Hospitality,whg.com,Canada,BlackCat,N/A,250 GB,Corporate data,"Financial and corporate documents, customer data. Certificates, employee",Files Available to Download,Service,,,,,,,,,,,,,,
30-01-2023,TRANSPORTATION SECURITY ADMINISTRATION,Public Sector Administration,tsa.Public Sector,USA,Maia Arson Crimew,N/A,"1,817,233 records",PII data,Full names and Dates of Birth,N/A,Public Sector,,,,,,,,,,,,,,
30-01-2023,ZEEROQ,Unknown,demo.zeeroq.com,France,All3in,N/A,233.908.449 records,Users? records,"Email Addresses, Passwords",Files already uploaded,Na,,,,,,,,,,,,,,
30-01-2023,ARIZONA LIVER HEALTH,Medical,azliver.com,USA,LockBit3.0,$ 150.000 USD,N/A,Miscellaneous,Sample with screenshots of PII Available,12-Feb-23,Medical,,,,,,,,,,,,,,
30-01-2023,PORTNOFF LAW ASSOCIATES,Law Services,portnoffonline.com,USA,BlackCat,N/A,240 GB,"Contracts, financial reports, accounting, clients info and etc",Sample with screenshots of PII Available,N/A,Law,,,,,,,,,,,,,,
30-01-2023,STAYFUL,IT/Technology,N/A,USA,visionary,N/A,183.000 records,Users? information,"Usernames, Full names, Phone numbers, Email addresses, Locations, Passwords",Files already uploaded,IT,,,,,,,,,,,,,,
30-01-2023,C.M. VIMIOSO,Municipality,cm-vimioso.pt,Portugal,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,public sector,,,,,,,,,,,,,,
30-01-2023,AIR ALBANIA,Airlines and Aviation,airalbania.com.al,Albania,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Aviation,,,,,,,,,,,,,,
30-01-2023,YUEN LIANG INDUSTRIAL & CO,Petroleum resin production,ylresin.com,Taiwan,LockBit3.0,$ 30.000 USD,N/A,N/A,/,04-Feb-23,Oil and Gas,,,,,,,,,,,,,,
30-01-2023,ULTRABULK,Maritime,ultrabulk.com,Denmark,BlackCat,N/A,N/A,Miscellaneous,Sample with screenshots of PII Available,N/A,Service,,,,,,,,,,,,,,
30-01-2023,ITSSERVICIOS,Business Service,itsservicios.com.mx,Mexico,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
30-01-2023,CPL INDUSTRIES,Oil and Coal Product Manufacturing,cplindustries.co.uk,United Kingdom,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Manufacture,,,,,,,,,,,,,,
30-01-2023,KVIE,Broadcast Media Production and Distribution,kvie.org,USA,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Media,,,,,,,,,,,,,,
30-01-2023,BULLDOG GROUP,Construction,bulldoggroupinc.com,USA,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
30-01-2023,JUVA SKIN & LASER CENTER,Medical,juvaskin.com,USA,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Medical,,,,,,,,,,,,,,
30-01-2023,SEEK THERMAL,Computers and Electronics Manufacturing,thermal.com,Canada,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Manufacture,,,,,,,,,,,,,,
30-01-2023,DS AVOCATS,Law,dsavocats.com,France,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Law,,,,,,,,,,,,,,
30-01-2023,WEALTHWISE,Financial Services,wealthwise.com.au,Australia,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
30-01-2023,LUACES ASESORES,Investment Management,luacesasesores.es,Spain,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,Service,,,,,,,,,,,,,,
30-01-2023,JULIUS FRITSCHE GMBH,Wholesale,fritsche.eu.com,Austria,LockBit3.0,N/A,N/A,N/A,/,13-Feb-23,Service,,,,,,,,,,,,,,
30-01-2023,PERENITYSOFTWARE,IT/Technology,perenitysoftware.com,Morocco,LockBit3.0,N/A,N/A,N/A,/,14-Feb-23,IT,,,,,,,,,,,,,,
30-01-2023,NPTC GROUP OF COLLEGES,college,nptcgroup.ac.uk,United Kingdom,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Education,,,,,,,,,,,,,,
30-01-2023,SEGUROS EQUINOCCIAL,Insurance,segurosequinoccial.com,Ecuador,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Insurance,,,,,,,,,,,,,,
30-01-2023,EGR,Shopping,egr.at,Austria,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Service,,,,,,,,,,,,,,
30-01-2023,HELICAR,Truck transportation,helicar.cz,Czech Republic,Play,N/A,N/A,Miscellaneous,/,02-Feb-23,Service,,,,,,,,,,,,,,
31-01-2023,FUJIKURA,"Appliances, Electrical, and Electronics Manufacturing",fujikura.co.jp,Japan,LockBit3.0,N/A,718 GB,Sensitive information,Sample with screenshots of miscellaneous info,20-Feb-23,Manufacture,,,,,,,,,,,,,,
31-01-2023,CLASSMATES,IT/Technology,classmates.com,USA,N/A,N/A,2.371.000 records,Personal data,Miscellaneous personal data,14-Feb-23,IT,,,,,,,,,,,,,,
31-01-2023,MUNICIPALITY OF TORRE DEL GRECO,Public Sector Relations Services,torredelgreco.na.it,Italia,Royal,N/A,N/A,Miscellaneous,1% of the total amount,/,Public Sector,,,,,,,,,,,,,,
31-01-2023,GERAARDSBERGEN,Hospitals and Health Care,geraardsbergen.be,Belgium,LockBit3.0,N/A,N/A,N/A,/,15-Feb-23,Medical,,,,,,,,,,,,,,
31-01-2023,PLANET ICE,Travel Arrangements,planet-ice.co.uk,United Kingdom,N/A,N/A,240.488 accounts,Personal data,"Dates of birth, Email addresses, Genders, IP addresses, Names, Passwords,",/,Service,,,,,,,,,,,,,,
31-01-2023,NON STOP HEALTH,Insurance service,NonStopHealth.com,USA,N/A,N/A,82.393 records,Personal data,Miscellaneous personal data,/,Service,,,,,,,,,,,,,,
31-01-2023,PARK AVENUE DOOR AND HARDWARE,Business,parkavedoors.com,USA,LockBit3.0,N/A,N/A,N/A,/,15-Feb-23,Service,,,,,,,,,,,,,,
31-01-2023,2CARA,Accounting,2cara.fr,France,LockBit3.0,N/A,N/A,N/A,/,15-Feb-23, Service,,,,,,,,,,,,,,
31-01-2023,THAILAND CENTER OF EXCELLENCE FOR LIFE SCIENCES,Wellness and Fitness Services,tcels.or.th,Thailand,LockBit3.0,N/A,N/A,N/A,/,15-Feb-23,Service,,,,,,,,,,,,,,
31-01-2023,OKANAGAN COLLEGE,College,okanagan.bc.ca,Canada,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Education,,,,,,,,,,,,,,
31-01-2023,SCHEPPERSINSTITUUT WETTEREN,Education Management,scheppers-wetteren.be,Belgium,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Service,,,,,,,,,,,,,,
31-01-2023,KNS BANK,Bank,Knsbl.com,India,N/A,N/A,1.5 MB,Employees personal data,"Names, emails, phone numbers, work position, home addresses and other personal",/,Bank,,,,,,,,,,,,,,
01-02-2023,VISION TECHNOLOGIES,IT/Technology,visiontechnologies.com,USA,BlackCat,N/A,994 GB,N/A,All the data exfiltrated,N/A,IT,,,,,,,,,,,,,,
01-02-2023,SOCIETA ITALIANA BREVETTI SPA,Law Services,sib.it,Italy,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Law,,,,,,,,,,,,,,
01-02-2023,TECHINSIGHTS,Semiconductor Manufacturing,semiconductor.com,Canada,Vice Society,N/A,N/A,Miscellaneous,/,N/A,Manufacture,,,,,,,,,,,,,,
01-02-2023,TK ELEVATOR,Industrial Machinery Manufacturing,tkelevator.com,Germany,Royal,N/A,N/A,N/A,/,N/A,Manufacture,,,,,,,,,,,,,,
02-02-2023,SOTO CONSULTING ENGINEERS,Mechanical Or Industrial Engineering,soto.com.au,Australia,BlackCat,N/A,356 GB,Miscellaneous documents,"Internal Company Data (Employees personal data, CV?s, DL?s, ID?s, Financial",Expired,Service,,,,,,,,,,,,,,
02-02-2023,PHARMAGESTAO,Facilities Services,pharmagestao.com.br,Brasil,LockBit3.0,N/A,N/A,N/A,/,21st Feb 2023,Service,,,,,,,,,,,,,,
02-02-2023,GUILDFORD COUNTY SCHOOL,School,guildfordcounty.co.uk,United Kingdom,Vice Society,N/A,N/A,Miscellaneous documents,/,N/A,Education,,,,,,,,,,,,,,
02-02-2023,CASA LEY,Retail Groceries,casaley.com.mx,Mexico,Royal,N/A,N/A,N/A,/,N/A,Service,,,,,,,,,,,,,,
03-02-2023,MCEWAN FRASER Law,Real Estate,mcewanfraserLaw.co.uk,United Kingdom,BlackCat,N/A,323 GB,"Internal Company Data (Employees personal data, CV?s, DL?s, ID?s, Passports,",Sample with screenshots of PII,N/A,Service,,,,,,,,,,,,,,
03-02-2023,MESSER CUTTING SYSTEMS,Machinery Manufacturing,us.messer-cutting.com,USA,Royal,N/A,600 GB,"Personal data, HR, finance, projects, mailboxes",20% of the total amount,14-Feb-23,Manufacture,,,,,,,,,,,,,,
03-02-2023,GUARDIAN ANALYTICS,fraud prevention solutions,guardiananalytics.com,USA,LockBit3.0,N/A,"11,5 GB",Miscellaneous documents,Sample with miscellaneous documents,18th Feb 2023,Service,,,,,,,,,,,,,,
03-02-2023,SEEL,Oil and Gas,seelllc.com,USA,LockBit3.0,N/A,230 GB,Miscellaneous documents,Sample with miscellaneous documents,21st Feb 23,Oil and Gas,,,,,,,,,,,,,,
03-02-2023,BIOSONICS,Environmental Services,biosonicsinc.com,USA,LockBit3.0,N/A,228 GB,Miscellaneous documents,Sample with miscellaneous documents,19th Feb 23,Service,,,,,,,,,,,,,,
03-02-2023,KOSTICA,Construction,kostika.co.il,Israel,LockBit3.0,N/A,250 GB,N/A,/,20th Feb 23,Service,,,,,,,,,,,,,,
03-02-2023,AVANTE TEXTIL,Textile Manufacturing,avantetextil.com.mx,Mexico,LockBit3.0,N/A,350 GB,Miscellaneous documents,Sample with miscellaneous documents,23rd Feb 23,Manufacture,,,,,,,,,,,,,,
03-02-2023,PITT MEADOWS SCHOOL DISTRICT 42,School district,sd42.ca,Canada,N/A,N/A,"18,850 records",Students? information,"Email addresses, passwords, usernames",N/A,Education,,,,,,,,,,,,,,
03-02-2023,NEIGHBORHOOD Law SERVICES MICHIGAN,Non-profit Organizations,nlsmichigan.org,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,19th Feb 23,Service,,,,,,,,,,,,,,
03-02-2023,???? COMPUTER S.A,IT/Technology,byte.gr,Greece,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,23rd Feb 23,IT,,,,,,,,,,,,,,
03-02-2023,FABRICATED PIPE,Oil and Gas,fabricatedpipe.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,21st Feb 23,Oil and Gas,,,,,,,,,,,,,,
03-02-2023,SCANDIA FOOD,Food and Beverage Services,scandia.ro,Romania,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,23rd Feb 23,Service,,,,,,,,,,,,,,
03-02-2023,SAKR GROUP,Food and Beverage Services,sakrgroup.net,Egypt,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,19th Feb 23,Service,,,,,,,,,,,,,,
03-02-2023,CRYSTAL CREAMERY,Dairy Product Manufacturing,crystalcreamery.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with screenshots of PII,24th Feb 23,Manufacture,,,,,,,,,,,,,,
03-02-2023,PLASMAJET,Medical Device,plasmasurgical.com,USA,LockBit3.0,N/A,N/A,Miscellaneous documents,Sample with miscellaneous documents,10th Feb 23,Medical,,,,,,,,,,,,,,
03-02-2023,TONOLI GROUP,Logistics,tonoli.com,Italy,LockBit3.0,N/A,N/A,N/A,/,14th Feb 23,Logistics,,,,,,,,,,,,,,
03-02-2023,BETH RIVKAH,School,bethrivkah.edu,USA,LockBit3.0,N/A,N/A,N/A,/,21st Feb 23,Education,,,,,,,,,,,,,,
03-02-2023,ION,financial software,Iongroup.com,Luxembourg,LockBit3.0,N/A,N/A,N/A,/,4th Feb 23,Service,,,,,,,,,,,,,,
04-02-2023,TRUTH FINDER,Search engine,truthfinder.com,USA,N/A,N/A,"8,159,573 accounts? record",Users? data,"Email addresses, Names, Passwords, Phone numbers",Data already leaked,IT,,,,,,,,,,,,,,
04-02-2023,INNOVATION COLLABORATION SYNERGY,IT Services and IT Consulting,ics-nett.com,USA,Royal,N/A,72 GB,Miscellaneous documents,100% of the exfiltrated data,N/A,IT,,,,,,,,,,,,,,
